P.Uniprot,P.Symbol,Description,Count,CTL1,CTL2,CTL3,CTL4,CTL5,CTL6,CTL7,CTL8,CTL9,CTL10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,PD1,PD2,PD3,PD4,PD5,PD6,PD7,PD8,PD9,PD10,AD.pval,PD.pval,CT.mean,AD.mean,PD.mean
O00499,BIN1,Myc box-dependent-interacting protein 1 OS=Homo sapiens BIN1 PE=1 SV=1,10,0.888958723,1.360676066,0.957176183,0.843034881,0.916567446,0.869986932,1.26829496,0.870768082,0.88696133,1.272834088,0.967776457,0.917547138,0.717951566,0.921073095,1.357049514,1.255002178,0.982952272,1.409145479,1.606800981,1.346096693,0.790266689,1.165500255,0.944623417,1.058820262,0.822999855,0.907390736,0.842995491,0.968745831,0.955731417,0.980820403,0.236857817,0.35276013,1.013525869,1.148139537,0.943789436
O00499-2,BIN1,Isoform IIB of Myc box-dependent-interacting protein 1 OS=Homo sapiens BIN1,10,0.630753138,1.767782427,0.910891089,0.485148515,0.658854167,0.622395833,1.576109937,0.730972516,0.73015873,1.317460317,1.046025105,0.885983264,0.396039604,0.669966997,1.7265625,1.239583333,0.906448203,1.991014799,2.214285714,1.277777778,0.417364017,1.447698745,0.570957096,0.834983498,0.473958333,0.768229167,0.559725159,0.738372093,0.952380952,1.047619048,0.224761314,0.35984474,0.943052667,1.23536873,0.781128811
A0A087X188,BIN2,Bridging integrator 2 OS=Homo sapiens BIN2 PE=1 SV=1,8,0.941558442,1.093795094,,,1.042780749,0.904812834,1.300330033,1.01650165,1.012036591,1.095811266,0.922799423,0.933621934,,,1.112299465,1.011764706,0.897689769,1.03630363,1.194992778,1.028406355,0.927128427,1.018037518,,,1.011764706,1.032085561,1.280528053,0.97029703,0.991815118,1.079441502,0.554337338,0.835778519,1.050953332,1.017234758,1.038887239
Q9NQY0,BIN3,Bridging integrator 3 OS=Homo sapiens BIN3 PE=1 SV=1,8,0.811009174,1.00733945,1.467811159,1.004291845,0.914285714,1.118367347,1.124923827,1.083485679,,,1.059633028,0.947706422,0.961373391,1.201716738,1.265306122,1.27755102,0.975015235,1.128580134,,,1.002752294,0.819266055,1.399141631,1.158798283,1.048979592,1.069387755,1.059110299,0.820231566,,,0.676681998,0.842532175,1.066439274,1.102110261,1.047208434
Q13490,BIRC2,Baculoviral IAP repeat-containing protein 2 OS=Homo sapiens BIRC2 PE=1 SV=2,6,1.096296296,1.204656085,,,1.03196347,0.97716895,1.015873016,0.881419234,,,1.001481481,0.946455026,,,1.00456621,1.03196347,1.040149393,1.092436975,,,1.268571429,0.998518519,,,0.926940639,0.789954338,1.127917834,1.01774043,,,0.764341846,0.875632039,1.034562842,1.019508759,1.021607198
Q9NR09,BIRC6,Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens BIRC6 PE=1 SV=2,10,1.002632112,1.201862725,1.225140713,0.968105066,1.439597315,1.17114094,1.067226891,0.923169268,0.933333333,0.723514212,0.992913545,1.105486941,0.966228893,1.176360225,1.728187919,1.288590604,0.977791116,1.037815126,0.894056848,0.519896641,0.92488358,0.996962948,0.962476548,0.804878049,0.983221477,1.302013423,0.857743097,0.953781513,0.811369509,1.024289406,0.978613093,0.200157184,1.065572257,1.068732786,0.962161955
Q13867,BLMH,Bleomycin hydrolase OS=Homo sapiens BLMH PE=1 SV=1,10,1.025661025,1.093830434,0.936744186,0.915348837,0.940314136,0.942408377,1.082524968,0.968605151,1.142316427,1.117335352,0.975742922,0.927852742,0.983255814,1.011162791,1.031762653,1.006631763,0.994982558,1.000238926,1.147615443,0.906888721,0.926448795,1.094142423,0.897674419,1.00744186,0.902617801,0.929144852,0.934008697,1.015339036,0.967448902,1.078728236,0.605558387,0.25725767,1.016508889,0.998613433,0.975299502
P78537,BLOC1S1,Biogenesis of lysosome-related organelles complex 1 subunit 1 OS=Homo sapiens BLOC1S1 PE=1 SV=2,10,0.881062356,0.957274827,0.893157263,0.907563025,1.223021583,0.729016787,0.952059419,0.918298447,0.945054945,0.859340659,1.004618938,1.001154734,1.085234094,1.039615846,1.035971223,1.290167866,0.946657664,1.095205942,0.832967033,1.294505495,0.968822171,0.998845266,1.070828331,0.986794718,0.767386091,0.973621103,0.920999325,0.866981769,0.892307692,0.773626374,0.034596955,0.928111904,0.926584931,1.062609883,0.922021284
Q6QNY1,BLOC1S2,Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Homo sapiens BLOC1S2 PE=1 SV=1,10,0.890566038,0.966037736,0.918635171,0.98687664,1.068852459,1.049180328,1.129343629,1.175675676,1.02919708,0.817518248,0.754716981,0.954716981,0.62992126,0.892388451,0.845901639,1.075409836,0.976833977,0.988416988,0.686131387,1.291970803,0.996226415,0.99245283,0.94488189,0.918635171,0.878688525,0.996721311,1.011583012,1.065637066,0.97810219,0.948905109,0.203219624,0.44609924,1.0031883,0.90964083,0.973183352
Q8TDH9,BLOC1S5,Biogenesis of lysosome-related organelles complex 1 subunit 5 OS=Homo sapiens BLOC1S5 PE=1 SV=1,10,0.71858217,0.872180451,0.910216718,0.80495356,1.013574661,1.176470588,0.954577219,0.819007687,0.774193548,1.5,1.235230934,1.01396348,1.009287926,0.969040248,1.357466063,1.330316742,0.902865129,1.040531097,1.14516129,2.661290323,0.928034372,0.906552095,0.975232198,0.910216718,1.076923077,1.339366516,0.821802935,0.846261356,0.596774194,0.693548387,0.097138646,0.651763501,0.95437566,1.266515323,0.909471185
P53004,BLVRA,Biliverdin reductase A OS=Homo sapiens BLVRA PE=1 SV=2,10,0.935277506,0.931819492,0.867072734,0.963812254,0.856935367,0.988138465,0.971277189,0.940602342,0.982166159,0.875598086,1.069102645,1.103798052,0.983518452,1.067359369,0.871459695,1.006535948,1.020984384,0.93467652,0.979556329,0.829491083,0.97688894,1.077978215,1.002149767,1.023289144,0.980876301,0.955216655,1.015267708,0.957055215,0.936059156,1.140060896,0.098086707,0.007534329,0.931269959,0.986648248,1.0064842
P30043,BLVRB,Flavin reductase (NADPH) OS=Homo sapiens BLVRB PE=1 SV=3,10,0.642290883,0.750889318,0.920242169,0.913135036,0.848304308,0.937213566,0.80197875,1.254215811,0.838895098,0.795465432,1.143967883,1.012399634,1.116872861,1.021058173,1.226856095,1.225022915,1.01057608,0.95730578,1.067539518,1.755069456,0.78392113,0.837076939,0.900236904,1.04922348,0.925297892,0.945462878,0.982893069,0.871186275,1.05604343,0.826121667,0.005108023,0.429739186,0.870263037,1.153666839,0.917746366
Q9NSY1,BMP2K,BMP-2-inducible protein kinase OS=Homo sapiens BMP2K PE=1 SV=2,10,1.076923077,1.196711685,0.739726027,1.232876712,0.795811518,1.319371728,0.745704467,0.542955326,1.152993348,1.152993348,1.304756312,1.310628303,1.534246575,0.863013699,0.890052356,1.193717277,0.656357388,0.900343643,1.152993348,0.248337029,1.141514974,0.858485026,0.95890411,1.178082192,1.130890052,1.476439791,0.869415808,0.95532646,0.984478936,1.184035477,0.946619903,0.455959249,0.995606724,1.005444593,1.073757282
Q13873,BMPR2,Bone morphogenetic protein receptor type-2 OS=Homo sapiens BMPR2 PE=1 SV=2,10,1.075359712,0.93381295,0.990376203,1.030621172,0.906220984,1.145775302,0.982557258,0.933869255,0.936244541,0.899563319,1.020503597,1.069964029,1.261592301,0.968503937,0.915506035,1.080779944,1.038070681,0.93826786,0.855895197,0.688209607,1.091726619,0.971582734,1.31496063,1.067366579,1.175487465,1.006499536,1.093280752,1.082360079,1.04279476,0.88209607,0.995815108,0.06048793,0.98344007,0.983729319,1.072815522
Q12981-1,BNIP1,Isoform 3 of Vesicle transport protein SEC20 OS=Homo sapiens BNIP1,10,1.093776787,0.984056232,1.150663544,1.096018735,0.915285451,0.91160221,0.957528958,0.954261954,1.26034713,1.150867824,1.022458426,1.117092405,0.988290398,1.181889149,0.848987109,0.996316759,1.032967033,0.966438966,1.20694259,0.744993324,1.036859249,1.157894737,0.863387978,0.905542545,0.922651934,0.847145488,1.060588061,0.947133947,1.020026702,1.036048064,0.536571601,0.183022348,1.047440882,1.010637616,0.97972787
Q12981,BNIP1,Vesicle transport protein SEC20 OS=Homo sapiens BNIP1 PE=1 SV=3,10,1.07176196,0.960326721,1.184759166,1.11286844,0.986807388,0.900615655,0.957528958,0.954261954,1.26034713,1.150867824,1.000875146,1.086347725,0.990654206,1.181883537,0.886543536,1.020228672,1.032967033,0.966438966,1.20694259,0.744993324,1.047841307,1.118144691,0.885693746,0.941768512,0.953386104,0.863676341,1.060588061,0.947133947,1.020026702,1.036048064,0.467668566,0.163398655,1.05401452,1.011787473,0.987430747
J3KN59,BNIP2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2 OS=Homo sapiens BNIP2 PE=1 SV=1,6,0.979524073,1.162147205,,,,,0.909090909,1.313131313,1.129032258,0.830645161,0.96292197,1.05478694,,,,,1.01010101,1.131313131,0.620967742,0.362903226,1.038184837,1.003873824,,,,,1.070707071,1.272727273,0.935483871,0.709677419,0.197619344,0.651589145,1.053928487,0.85716567,1.005109049
Q12983,BNIP3,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 OS=Homo sapiens BNIP3 PE=1 SV=2,6,1.25812357,1.048970252,,,0.950413223,1.495867769,0.971459735,1.124159244,,,0.891075515,0.993592677,,,0.719008264,0.900826446,0.849663698,0.848572987,,,1.048970252,1.303432494,,,1.280991736,1.297520661,1.073259407,1.108162152,,,0.013730232,0.662787244,1.141498965,0.867123265,1.18538945
Q8NFC6,BOD1L1,Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens BOD1L1 PE=1 SV=2,10,0.520710059,0.436179205,0.872483221,0.604026846,0.995024876,0.971807629,1.09919571,0.834163156,1.256235828,1.219954649,1.142857143,0.459847844,0.483221477,0.899328859,0.79933665,1.273631841,1.012638836,1.232477978,0.770975057,1.074829932,0.586644125,0.38715131,0.953020134,0.966442953,0.829187396,0.71641791,0.846418997,0.959019533,1.088435374,1.274376417,0.793991993,0.868216223,0.880978118,0.914914562,0.860711415
Q9Y3E2,BOLA1,BolA-like protein 1 OS=Homo sapiens BOLA1 PE=1 SV=1,10,1.166666667,1.219858156,0.685258964,0.876494024,0.721153846,0.509615385,0.943037975,0.784810127,0.962962963,0.864197531,1.187943262,0.996453901,1.019920319,0.87250996,1.25,0.663461538,1.139240506,1.044303797,1.259259259,0.474074074,1.028368794,1.113475177,0.697211155,0.964143426,0.528846154,0.721153846,0.803797468,0.759493671,0.834567901,0.844444444,0.282662761,0.620397408,0.873405564,0.990716662,0.829550204
Q9H3K6,BOLA2,BolA-like protein 2 OS=Homo sapiens BOLA2 PE=1 SV=1,10,0.866461139,0.99042674,0.9751693,0.853273138,0.810810811,0.837837838,0.964391691,1.033630069,1.029871977,1.163584637,1.100438098,0.989777706,0.871331828,0.961625282,1.279279279,0.864864865,1.09446093,1.24925816,1.359886202,1.274537696,0.877494727,1.176050625,0.884875847,1.065462754,0.837837838,0.684684685,0.908011869,0.880811078,1.089615932,0.842105263,0.0351786,0.634147377,0.952545734,1.104546005,0.924695062
Q53S33,BOLA3,BolA-like protein 3 OS=Homo sapiens BOLA3 PE=1 SV=1,10,1.209233792,1.08546169,0.912371134,1.350515464,0.984352774,0.992887624,0.939443535,0.967266776,1.061281337,0.880222841,0.913555992,1.066797642,0.922680412,0.932989691,0.688477952,0.819345661,0.941898527,0.806873977,0.961002786,1.256267409,1.095284872,1.275049116,1.092783505,0.871134021,1.089615932,0.964438122,1.045008183,0.988543372,1.272980501,0.816155989,0.125920247,0.848759859,1.038303697,0.930989005,1.051099361
P07738,BPGM,Bisphosphoglycerate mutase OS=Homo sapiens BPGM PE=1 SV=2,10,0.717446177,0.857609503,1.070698088,0.979991107,1,1.130982368,0.959459459,1.466216216,0.813218391,0.966954023,1.008760208,0.898886414,1.397065362,1.057358826,1.196473552,1.040302267,0.918918919,1.01481289,1.270114943,1.204022989,0.832368226,1.003711952,1.196976434,1.022676745,1.236775819,0.74559194,0.99506237,0.910602911,0.974137931,0.880747126,0.220500137,0.84110668,0.996257533,1.100671637,0.979865145
Q86WA6,BPHL,Valacyclovir hydrolase OS=Homo sapiens BPHL PE=1 SV=1,10,1.182665659,1.19904258,0.91821771,1.144952059,1.244194229,0.827586207,1.099976586,1.210606415,0.793876027,1.196415235,0.785084404,0.87175611,1.305132544,0.732092499,0.536242083,1.027445461,1.035588855,0.820416764,1.027632562,1.227781927,1.15595868,0.956664147,0.808798646,0.730964467,1.227304715,0.754398311,0.795949426,0.968742683,1.194174757,1.104555639,0.12961407,0.182725229,1.081753271,0.936917321,0.969751147
O95861,BPNT1,"3'(2'),5'-bisphosphate nucleotidase 1 OS=Homo sapiens BPNT1 PE=1 SV=1",10,0.943787254,1.020632737,0.910778986,0.956974638,0.991694646,0.938681746,0.996907326,0.973943337,0.896222664,0.955069583,1.009170105,1.029619441,1.05615942,1.035326087,1.070507157,1.078282382,0.994205681,1.137321816,1.1972167,0.827037773,0.843191197,0.992297111,1.062047101,0.979619565,0.856688461,0.964834776,0.937826597,0.960719491,1.038170974,1.001590457,0.019394155,0.838881454,0.958469292,1.043484656,0.963698573
A6NF51,BPNT1,"3'(2'),5'-bisphosphate nucleotidase 1 OS=Homo sapiens BPNT1 PE=1 SV=2",10,0.943787254,1.020632737,0.917204024,0.982202734,0.988888889,0.931111111,1.065502183,1.170305677,0.924073247,0.951317552,1.009170105,1.029619441,1.075573897,1.071962858,1.067037037,1.061481481,0.427947598,0.698689956,1.187583743,0.794551139,0.843191197,0.992297111,1.104462213,1.021924168,0.841851852,0.962962963,1.27510917,1.126637555,1.022778026,1.028137561,0.54977552,0.507061767,0.989502541,0.942361726,1.021935182
O95861-2,BPNT1,"Isoform 2 of 3'(2'),5'-bisphosphate nucleotidase 1 OS=Homo sapiens BPNT1",10,0.943787254,1.020632737,0.910778986,0.956974638,0.991694646,0.938681746,0.996841803,0.976169968,0.896222664,0.955069583,1.009170105,1.029619441,1.05615942,1.035326087,1.070507157,1.078282382,0.996770026,1.138386448,1.1972167,0.827037773,0.843191197,0.992297111,1.062047101,0.979619565,0.856688461,0.964834776,0.939061154,0.962029859,1.038170974,1.001590457,0.019226325,0.837715646,0.958685402,1.043847554,0.963953066
Q12830,BPTF,Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens BPTF PE=1 SV=3,6,0.920888628,0.907984456,1.046357616,0.701986755,,,0.921223355,0.949026877,,,1.041865239,1.040692133,1.364238411,1.933774834,,,0.943466172,1.197405005,,,0.996407361,1.014443874,0.463576159,1.099337748,,,0.780352178,0.893419833,,,0.050783645,0.756056131,0.907911281,1.253573632,0.874589526
P15056,BRAF,Serine/threonine-protein kinase B-raf OS=Homo sapiens BRAF PE=1 SV=4,10,1.149740662,1.022128104,1.172235396,1.180426816,0.964785085,1.033661315,1.133649749,1.04352516,1.019735713,1.028316458,0.883344075,0.91704263,0.990299634,1.208881224,0.783531849,0.882444329,0.98581522,1.001456232,0.851896345,0.621245924,1.076880582,1.011693214,1.183013581,1.061866782,0.904712584,1.038839979,1.052855833,1.147456987,0.955208512,1.071220182,0.008012172,0.498435,1.074820446,0.912595746,1.050374824
H7C560,BRAF,Serine/threonine-protein kinase B-raf (Fragment) OS=Homo sapiens BRAF PE=1 SV=1,9,1.260744986,1.140401146,1.189027431,1.205985037,0.704545455,1.386363636,0.834879406,0.998144712,1.032040472,0.993495543,0.584527221,0.555873926,0.948628429,1.217955112,,0.840909091,0.834879406,1.102040816,0.837870393,0.530474584,1.008595989,1.106017192,1.088279302,1.052369077,1.431818182,1.204545455,1.05380334,0.961038961,0.953023368,1.068176343,0.027328832,0.818580374,1.074562783,0.828128775,1.092766721
Q7Z569,BRAP,BRCA1-associated protein OS=Homo sapiens BRAP PE=1 SV=2,6,0.990884718,1.080965147,0.960526316,1.131578947,,,0.984025559,0.956070288,,,1.079892761,0.944772118,1.013157895,1.039473684,,,0.884185304,0.99201278,,,0.955495979,1.080965147,1,0.75,,,0.912939297,0.936900958,,,0.553182384,0.177056138,1.017341829,0.99224909,0.939383564
P51587,BRCA2,Breast cancer type 2 susceptibility protein OS=Homo sapiens BRCA2 PE=1 SV=2,6,1.081550029,0.945633314,,,0.925110132,0.801762115,0.904522613,1.133851074,,,1.061885483,1.124349335,,,0.669603524,0.660792952,0.98857926,0.746459571,,,1.112203586,1.049161365,,,1.215859031,1.198237885,1.206030151,1.018730014,,,0.380067552,0.020228488,0.965404879,0.875278354,1.133370339
H9KVA9,BRCC3,Lys-63-specific deubiquitinase BRCC36 OS=Homo sapiens BRCC3 PE=1 SV=2,10,1.125147024,1.107033639,0.87883959,0.97440273,1.05,1.122916667,1.015890655,0.92899211,1.025862069,1.018965517,1.071512585,1.051282051,1.024744027,0.942832765,0.9125,1.025,0.999222136,1.033003667,0.815517241,0.601724138,1.009174312,1.029875323,0.930887372,0.901023891,1.045833333,1.039583333,1.007445272,1.03278142,1.125862069,1.04137931,0.158165344,0.798903095,1.024805,0.947733861,1.016384564
P46736,BRCC3,Lys-63-specific deubiquitinase BRCC36 OS=Homo sapiens BRCC3 PE=1 SV=2,10,1.102845489,1.065941536,0.880616175,0.997432606,1.05,1.122916667,1.050767041,0.963466709,1.051094891,1.005839416,1.057783821,1.0533165,1.028241335,0.942233633,0.9125,1.025,1.009172861,1.01423375,0.818978102,0.709489051,0.996600952,1.013499077,0.958921694,0.915917843,1.045833333,1.039583333,1.018503875,1.063419263,1.096350365,1.067153285,0.107452947,0.792122132,1.029092053,0.957094905,1.021578302
Q15059,BRD3,Bromodomain-containing protein 3 OS=Homo sapiens BRD3 PE=1 SV=1,6,0.960649211,0.974123411,1.754385965,1.087719298,,,1.445623342,1.400530504,,,1.202878579,1.10365947,1.333333333,1.403508772,,,0.99734748,1.25994695,,,0.950543561,1.042719339,1.298245614,1.140350877,,,0.965517241,0.978779841,,,0.714308925,0.169173413,1.270505289,1.216779097,1.062692746
O60885,BRD4,Bromodomain-containing protein 4 OS=Homo sapiens BRD4 PE=1 SV=2,8,1.047981721,0.936785986,1.172496984,1.092882992,2.16091954,0.862068966,1.028606208,0.838709677,,,1.01980198,1.064737243,1.138721351,1.112183353,0.954022989,1.218390805,1.077297626,1.045648205,,,1.092155369,0.891089109,1.063932449,0.916767189,0.850574713,0.75862069,0.998174072,1.211199026,,,0.684498959,0.305519579,1.142556509,1.078850444,0.972814077
Q9H0E9,BRD8,Bromodomain-containing protein 8 OS=Homo sapiens BRD8 PE=1 SV=2,6,0.889019378,0.980622431,0.975,1.0125,,,1.203732504,1.063763608,,,0.864357017,1.1250734,1.154166667,1.004166667,,,0.979782271,0.954898911,,,0.805637111,0.977099237,0.708333333,1.020833333,,,1.096423017,1.071539658,,,0.912044747,0.358039917,1.020772987,1.013740822,0.946644282
Q9H0E9-2,BRD8,Isoform 2 of Bromodomain-containing protein 8 OS=Homo sapiens BRD8,7,0.889019378,0.980622431,0.975,1.0125,,0.29787234,1.203732504,1.063763608,,,0.864357017,1.1250734,1.154166667,1.004166667,0.829787234,,0.979782271,0.954898911,,,0.805637111,0.977099237,0.708333333,1.020833333,,0.595744681,1.096423017,1.071539658,,,0.566778914,0.876264864,0.917501466,0.987461738,0.896515767
Q9NXR7-1,BRE,Isoform 1 of BRCA1-A complex subunit BRE OS=Homo sapiens BRE,10,1.009117083,0.965451056,0.950083195,1.053244592,0.695035461,1.056737589,1.147279323,1.002660218,0.929341317,0.996407186,1.036948177,1.015834933,0.883527454,1.121464226,0.673758865,1.056737589,1.115356711,1.026844015,1.104191617,0.804790419,1.021113244,0.928502879,0.996672213,1.011647255,0.978723404,1.170212766,1.067956469,1.096977025,0.864670659,1.101796407,0.955427563,0.368098653,0.980535702,0.983945401,1.023827232
Q9NXR7,BRE,BRCA1-A complex subunit BRE OS=Homo sapiens BRE PE=1 SV=2,10,1.024627241,0.979393533,0.991348234,0.98702235,0.974253347,1.007209063,1.128830084,1.032381616,0.929341317,0.996407186,0.990450662,0.97168705,0.855082913,1.043258832,0.741503605,0.963954686,1.073467967,1.000348189,1.104191617,0.804790419,1.051432401,0.887250796,0.981975487,1.051910598,1.046343975,1.064881565,1.026462396,1.064415042,0.864670659,1.101796407,0.234986456,0.766312341,1.005081397,0.954873594,1.014113933
Q8WY22,BRI3BP,BRI3-binding protein OS=Homo sapiens BRI3BP PE=1 SV=1,10,1.153206152,0.941927893,1.290249433,1.14739229,0.957131723,1.07248636,2.387096774,1.010752688,1.016990291,1.065533981,0.93033028,0.98260358,1.20861678,1.145124717,0.671862822,0.791893998,1.806451613,1.161290323,0.966019417,0.451456311,1.057063619,1.196403059,1.097505669,1.074829932,1.24395947,0.849571317,1.462365591,1.182795699,0.95631068,1.310679612,0.293058129,0.681388773,1.204276759,1.011564984,1.143148465
O60477,BRINP1,BMP/retinoic acid-inducible neural-specific protein 1 OS=Homo sapiens BRINP1 PE=1 SV=2,10,1.229872881,0.852754237,1.024236038,1.088514226,1.341216216,1.486486486,1.087573386,1.145303327,1.183673469,0.947521866,1.009533898,0.855932203,0.991570074,1.14857745,0.777027027,0.949324324,0.895792564,0.847847358,0.682215743,1.236151603,1.106991525,0.957627119,1.026343519,0.883034773,1.246621622,0.976351351,1.093444227,1.063600783,1.058309038,1.157434402,0.020919336,0.239541065,1.138715213,0.939397225,1.056975836
